"Symbol"	"Entrez"	"Description"
"Plekha3"	"83435"	"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3"
"Ykt6"	"56418"	"YKT6 v-SNARE homolog (S. cerevisiae)"
"Baz1b"	"22385"	"bromodomain adjacent to zinc finger domain, 1B"
"Pex6"	"224824"	"peroxisomal biogenesis factor 6"
"Mrpl2"	"27398"	"mitochondrial ribosomal protein L2"
"Mea1"	"17256"	"male enhanced antigen 1"
"Gnmt"	"14711"	"glycine N-methyltransferase"
"Grin2d"	"14814"	"glutamate receptor, ionotropic, NMDA2D (epsilon 4)"
"Kdelr1"	"68137"	"KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1"
"Tmem143"	"70209"	"transmembrane protein 143"
"Ggct"	"110175"	"gamma-glutamyl cyclotransferase"
"Jag2"	"16450"	"jagged 2"
"Btbd6"	"399566"	"BTB (POZ) domain containing 6"
"Nudt14"	"66174"	"nudix hydrolase 14"
"Epdr1"	"105298"	"ependymin related protein 1 (zebrafish)"
"Flii"	"14248"	"flightless I actin binding protein"
"Top3a"	"21975"	"topoisomerase (DNA) III alpha"
"Atg4d"	"235040"	"autophagy related 4D, cysteine peptidase"
"Qtrt1"	"60507"	"queuine tRNA-ribosyltransferase catalytic subunit 1"
"Plin4"	"57435"	"perilipin 4"
"Hdgfl2"	"15193"	"HDGF like 2"
"Chaf1a"	"27221"	"chromatin assembly factor 1, subunit A (p150)"
"Adprh"	"11544"	"ADP-ribosylarginine hydrolase"
"Tmem39a"	"67846"	"transmembrane protein 39a"
"Timmdc1"	"76916"	"translocase of inner mitochondrial membrane domain containing 1"
"Pla1a"	"85031"	"phospholipase A1 member A"
"Mcm2"	"17216"	"minichromosome maintenance complex component 2"
"Tpra1"	"24100"	"transmembrane protein, adipocyte asscociated 1"
"Nab1"	"17936"	"Ngfi-A binding protein 1"
"Adgre5"	"26364"	"adhesion G protein-coupled receptor E5"
"Il17ra"	"16172"	"interleukin 17 receptor A"
"Lamb1"	"16777"	"laminin B1"
"Kcnn1"	"84036"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1"
"Arrdc2"	"70807"	"arrestin domain containing 2"
"Ppp1r17"	"19051"	"protein phosphatase 1, regulatory subunit 17"
"Cd36"	"12491"	"CD36 molecule"
"Map2k7"	"26400"	"mitogen-activated protein kinase kinase 7"
"Timm44"	"21856"	"translocase of inner mitochondrial membrane 44"
"Ap2a2"	"11772"	"adaptor-related protein complex 2, alpha 2 subunit"
"Pnkp"	"59047"	"polynucleotide kinase 3'- phosphatase"
"Med25"	"75613"	"mediator complex subunit 25"
"Bcam"	"57278"	"basal cell adhesion molecule"
"Clptm1"	"56457"	"cleft lip and palate associated transmembrane protein 1"
"Relb"	"19698"	"avian reticuloendotheliosis viral (v-rel) oncogene related B"
"Tomm40"	"53333"	"translocase of outer mitochondrial membrane 40"
"Apoe"	"11816"	"apolipoprotein E"
"Apoc2"	"11813"	"apolipoprotein C2"
"Hbp1"	"73389"	"high mobility group box transcription factor 1"
"Prkar2b"	"19088"	"protein kinase, cAMP dependent regulatory, type II beta"
"Cdkn1b"	"12576"	"cyclin dependent kinase inhibitor 1B"
"Klf4"	"16600"	"Kruppel-like transcription factor 4 (gut)"
"Ap1m1"	"11767"	"adaptor-related protein complex AP-1, mu subunit 1"
"Rab8a"	"17274"	"RAB8A, member RAS oncogene family"
"Hmgn2"	"15331"	"high mobility group nucleosomal binding domain 2"
"Fam32a"	"67922"	"family with sequence similarity 32, member A"
"Elf3"	"13710"	"E74-like factor 3"
"Cyp2c29"	"13095"	"cytochrome P450, family 2, subfamily c, polypeptide 29"
"Stard3nl"	"76205"	"STARD3 N-terminal like"
"Stk11"	"20869"	"serine/threonine kinase 11"
"Efna2"	"13637"	"ephrin A2"
"Atp5f1d"	"66043"	"ATP synthase F1 subunit delta"
"Ppp5c"	"19060"	"protein phosphatase 5, catalytic subunit"
"Cdk12"	"69131"	"cyclin dependent kinase 12"
"Lipe"	"16890"	"lipase, hormone sensitive"
"Pafah1b2"	"18475"	"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2"
"Tbc1d8"	"54610"	"TBC1 domain family, member 8"
"Cnot11"	"52846"	"CCR4-NOT transcription complex, subunit 11"
"Slc2a3"	"20527"	"solute carrier family 2 (facilitated glucose transporter), member 3"
"Foxj2"	"60611"	"forkhead box J2"
"Sri"	"109552"	"sorcin"
"Dgcr2"	"13356"	"DiGeorge syndrome critical region gene 2"
"Irf3"	"54131"	"interferon regulatory factor 3"
"Bcl2l12"	"75736"	"BCL2-like 12 (proline rich)"
"Zfp959"	"224893"	"zinc finger protein 959"
"Mpnd"	"68047"	"MPN domain containing"
"Sh3gl1"	"20405"	"SH3-domain GRB2-like 1"
"Ebi3"	"50498"	"Epstein-Barr virus induced gene 3"
"Yju2"	"72886"	"YJU2 splicing factor"
"Ranbp2"	"19386"	"RAN binding protein 2"
"Edar"	"13608"	"ectodysplasin-A receptor"
"Grk5"	"14773"	"G protein-coupled receptor kinase 5"
"Dvl3"	"13544"	"dishevelled segment polarity protein 3"
"Abcf3"	"27406"	"ATP-binding cassette, sub-family F (GCN20), member 3"
"Eif2b5"	"224045"	"eukaryotic translation initiation factor 2B, subunit 5 epsilon"
"Cyth2"	"19158"	"cytohesin 2"
"Sult2b1"	"54200"	"sulfotransferase family, cytosolic, 2B, member 1"
"Car11"	"12348"	"carbonic anhydrase 11"
"Dlgap1"	"224997"	"DLG associated protein 1"
"Plag1"	"56711"	"pleiomorphic adenoma gene 1"
"Hck"	"15162"	"hemopoietic cell kinase"
"Mrpl4"	"66163"	"mitochondrial ribosomal protein L4"
"Keap1"	"50868"	"kelch-like ECH-associated protein 1"
"Ap1m2"	"11768"	"adaptor protein complex AP-1, mu 2 subunit"
"Glg1"	"20340"	"golgi apparatus protein 1"
"Atp8b3"	"67331"	"ATPase, class I, type 8B, member 3"
"Btbd2"	"208198"	"BTB (POZ) domain containing 2"
"Csnk1g2"	"103236"	"casein kinase 1, gamma 2"
"Abhd17a"	"216169"	"abhydrolase domain containing 17A"
"Mob3a"	"208228"	"MOB kinase activator 3A"
"Cacnb3"	"12297"	"calcium channel, voltage-dependent, beta 3 subunit"
"Ccdc65"	"105833"	"coiled-coil domain containing 65"
"Fkbp11"	"66120"	"FK506 binding protein 11"
"Ddx23"	"74351"	"DEAD box helicase 23"
"Pld3"	"18807"	"phospholipase D family, member 3"
"Grik5"	"14809"	"glutamate receptor, ionotropic, kainate 5 (gamma 2)"
"Cd79a"	"12518"	"CD79A antigen (immunoglobulin-associated alpha)"
"Rabac1"	"14470"	"Rab acceptor 1 (prenylated)"
"Etv3"	"27049"	"ets variant 3"
"Prkcsh"	"19089"	"protein kinase C substrate 80K-H"
"Elavl3"	"15571"	"ELAV like RNA binding protein 3"
"Rab3b"	"69908"	"RAB3B, member RAS oncogene family"
"St8sia6"	"241230"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"Fcgrt"	"14132"	"Fc fragment of IgG receptor and transporter"
"Nosip"	"66394"	"nitric oxide synthase interacting protein"
"Pih1d1"	"68845"	"PIH1 domain containing 1"
"Rps11"	"27207"	"ribosomal protein S11"
"Supt5"	"20924"	"suppressor of Ty 5, DSIF elongation factor subunit"
"Dll3"	"13389"	"delta like canonical Notch ligand 3"
"Paf1"	"54624"	"Paf1, RNA polymerase II complex component"
"Timm50"	"66525"	"translocase of inner mitochondrial membrane 50"
"Med29"	"67224"	"mediator complex subunit 29"
"Bicd1"	"12121"	"BICD cargo adaptor 1"
"Ncstn"	"59287"	"nicastrin"
"Pex19"	"19298"	"peroxisomal biogenesis factor 19"
"Phyhip"	"105653"	"phytanoyl-CoA hydroxylase interacting protein"
"Crhr2"	"12922"	"corticotropin releasing hormone receptor 2"
"Inmt"	"21743"	"indolethylamine N-methyltransferase"
"Cyp4f18"	"72054"	"cytochrome P450, family 4, subfamily f, polypeptide 18"
"Impdh1"	"23917"	"inosine monophosphate dehydrogenase 1"
"Psg18"	"26438"	"pregnancy specific beta-1-glycoprotein 18"
"Dusp3"	"72349"	"dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)"
"Prodh"	"19125"	"proline dehydrogenase"
"Ess2"	"27886"	"ess-2 splicing factor"
"Slc25a1"	"13358"	"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
"Dgcr6"	"13353"	"DiGeorge syndrome critical region gene 6"
"Ddr1"	"12305"	"discoidin domain receptor family, member 1"
"Ier3"	"15937"	"immediate early response 3"
"Fosb"	"14282"	"FBJ osteosarcoma oncogene B"
"Klc4"	"74764"	"kinesin light chain 4"
"Ercc1"	"13870"	"excision repair cross-complementing rodent repair deficiency, complementation group 1"
"Cyp17a1"	"13074"	"cytochrome P450, family 17, subfamily a, polypeptide 1"
"As3mt"	"57344"	"arsenite methyltransferase"
"Homer3"	"26558"	"homer scaffolding protein 3"
"Crtc1"	"382056"	"CREB regulated transcription coactivator 1"
"Rnf215"	"71673"	"ring finger protein 215"
"Sec14l2"	"67815"	"SEC14-like lipid binding 2"
"Aven"	"74268"	"apoptosis, caspase activation inhibitor"
"Cp"	"12870"	"ceruloplasmin"
"Crot"	"74114"	"carnitine O-octanoyltransferase"
"Rps6ka1"	"20111"	"ribosomal protein S6 kinase polypeptide 1"
"Calb2"	"12308"	"calbindin 2"
"Snrnp200"	"320632"	"small nuclear ribonucleoprotein 200 (U5)"
"Ciao1"	"26371"	"cytosolic iron-sulfur protein assembly 1"
"Has1"	"15116"	"hyaluronan synthase 1"
"Taf6l"	"100039957"	"TATA-box binding protein associated factor 6 like"
"Insig2"	"72999"	"insulin induced gene 2"
"Kpna6"	"16650"	"karyopherin subunit alpha 6"
"Man1a"	"17155"	"mannosidase 1, alpha"
"Itpkc"	"233011"	"inositol 1,4,5-trisphosphate 3-kinase C"
"Coq8b"	"76889"	"coenzyme Q8B"
"Brd8"	"78656"	"bromodomain containing 8"
"Kif20a"	"19348"	"kinesin family member 20A"
"Farsa"	"66590"	"phenylalanyl-tRNA synthetase, alpha subunit"
"Gcdh"	"270076"	"glutaryl-Coenzyme A dehydrogenase"
"Mast2"	"17776"	"microtubule associated serine/threonine kinase 2"
"Dnase2a"	"100503676"	"deoxyribonuclease II alpha"
"Rad23a"	"19358"	"RAD23 homolog A, nucleotide excision repair protein"
"Calr"	"12317"	"calreticulin"
"Syce2"	"71846"	"synaptonemal complex central element protein 2"
"Nfat5"	"54446"	"nuclear factor of activated T cells 5"
"Nob1"	"67619"	"NIN1/RPN12 binding protein 1 homolog"
"Nqo1"	"18104"	"NAD(P)H dehydrogenase, quinone 1"
"Ppfia3"	"76787"	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
"Gys1"	"14936"	"glycogen synthase 1, muscle"
"Ruvbl2"	"20174"	"RuvB-like protein 2"
"Lin7b"	"22342"	"lin-7 homolog B, crumbs cell polarity complex component"
"Bax"	"12028"	"BCL2-associated X protein"
"Il7r"	"16197"	"interleukin 7 receptor"
"Tfam"	"21780"	"transcription factor A, mitochondrial"
"Zfp81"	"224694"	"zinc finger protein 81"
"Efnb3"	"13643"	"ephrin B3"
"Mmd"	"67468"	"monocyte to macrophage differentiation-associated"
"Hlf"	"217082"	"hepatic leukemia factor"
"Fam162a"	"70186"	"family with sequence similarity 162, member A"
"Rpl8"	"26961"	"ribosomal protein L8"
"Grm3"	"108069"	"glutamate receptor, metabotropic 3"
"Ssbp2"	"66970"	"single-stranded DNA binding protein 2"
"Fancl"	"67030"	"Fanconi anemia, complementation group L"
"Brinp2"	"240843"	"bone morphogenic protein/retinoic acid inducible neural-specific 2"
"Gstm5"	"14866"	"glutathione S-transferase, mu 5"
"Gstm7"	"68312"	"glutathione S-transferase, mu 7"
"Gstm3"	"14864"	"glutathione S-transferase, mu 3"
"Stat3"	"20848"	"signal transducer and activator of transcription 3"
"Stat5a"	"20850"	"signal transducer and activator of transcription 5A"
"Cavin1"	"19285"	"caveolae associated 1"
"Map3k11"	"26403"	"mitogen-activated protein kinase kinase kinase 11"
"Akt2"	"11652"	"thymoma viral proto-oncogene 2"
"Dnaja3"	"83945"	"DnaJ heat shock protein family (Hsp40) member A3"
"Hmox2"	"15369"	"heme oxygenase 2"
"Cdip1"	"66626"	"cell death inducing Trp53 target 1"
"Map3k20"	"65964"	"mitogen-activated protein kinase kinase kinase 20"
"Cwc15"	"66070"	"CWC15 spliceosome-associated protein"
"Col5a3"	"53867"	"collagen, type V, alpha 3"
"Dnmt1"	"13433"	"DNA methyltransferase (cytosine-5) 1"
"Ppan"	"235036"	"peter pan homolog"
"Angptl2"	"26360"	"angiopoietin-like 2"
"Cacna1e"	"12290"	"calcium channel, voltage-dependent, R type, alpha 1E subunit"
"Cacna1b"	"12287"	"calcium channel, voltage-dependent, N type, alpha 1B subunit"
"Trmt10a"	"108943"	"tRNA methyltransferase 10A"
"Etv1"	"14009"	"ets variant 1"
"Kifc2"	"16581"	"kinesin family member C2"
"Psap"	"19156"	"prosaposin"
"Ikbkg"	"16151"	"inhibitor of kappaB kinase gamma"
"Pax2"	"18504"	"paired box 2"
"Wars2"	"70560"	"tryptophanyl tRNA synthetase 2 (mitochondrial)"
"Atn1"	"13498"	"atrophin 1"
"Phb2"	"12034"	"prohibitin 2"
"Ptpn6"	"15170"	"protein tyrosine phosphatase, non-receptor type 6"
"Eno2"	"13807"	"enolase 2, gamma neuronal"
"Emg1"	"14791"	"EMG1 N1-specific pseudouridine methyltransferase"
"Lpcat3"	"14792"	"lysophosphatidylcholine acyltransferase 3"
"Atp6v1f"	"66144"	"ATPase, H+ transporting, lysosomal V1 subunit F"
"Il12b"	"16160"	"interleukin 12b"
"Clcn5"	"12728"	"chloride channel, voltage-sensitive 5"
"Clcn3"	"12725"	"chloride channel, voltage-sensitive 3"
"Hif3a"	"53417"	"hypoxia inducible factor 3, alpha subunit"
"Gpx6"	"75512"	"glutathione peroxidase 6"
"Gpx5"	"14780"	"glutathione peroxidase 5"
"Pde1c"	"18575"	"phosphodiesterase 1C"
"Utp20"	"70683"	"UTP20 small subunit processome component"
"Spic"	"20728"	"Spi-C transcription factor (Spi-1/PU.1 related)"
"9330159F19Rik"	"212448"	"RIKEN cDNA 9330159F19 gene"
"Cul3"	"26554"	"cullin 3"
"Sst"	"20604"	"somatostatin"
"Il11"	"16156"	"interleukin 11"
"Large1"	"16795"	"LARGE xylosyl- and glucuronyltransferase 1"
"Ddx56"	"52513"	"DEAD box helicase 56"
"Tmed4"	"103694"	"transmembrane p24 trafficking protein 4"
"Col26a1"	"140709"	"collagen, type XXVI, alpha 1"
"Bid"	"12122"	"BH3 interacting domain death agonist"
"Ralb"	"64143"	"v-ral simian leukemia viral oncogene B"
"Ppp1cc"	"19047"	"protein phosphatase 1 catalytic subunit gamma"
"Dnajb11"	"67838"	"DnaJ heat shock protein family (Hsp40) member B11"
"Tbccd1"	"70573"	"TBCC domain containing 1"
"Clec11a"	"20256"	"C-type lectin domain family 11, member a"
"Zfp324"	"243834"	"zinc finger protein 324"
"Gab2"	"14389"	"growth factor receptor bound protein 2-associated protein 2"
"Coro1c"	"23790"	"coronin, actin binding protein 1C"
"Tax1bp1"	"52440"	"Tax1 (human T cell leukemia virus type I) binding protein 1"
"Psg17"	"26437"	"pregnancy specific beta-1-glycoprotein 17"
"Psg19"	"26439"	"pregnancy specific beta-1-glycoprotein 19"
"Ctse"	"13034"	"cathepsin E"
"Ndrg2"	"29811"	"N-myc downstream regulated gene 2"
"Mettl17"	"52535"	"methyltransferase like 17"
"Arhgef40"	"268739"	"Rho guanine nucleotide exchange factor (GEF) 40"
"Pnpla6"	"50767"	"patatin-like phospholipase domain containing 6"
"Mcoln1"	"94178"	"mucolipin 1"
"Arhgef18"	"102098"	"rho/rac guanine nucleotide exchange factor (GEF) 18"
"Pkn2"	"109333"	"protein kinase N2"
"Cd33"	"12489"	"CD33 molecule"
"Etfb"	"110826"	"electron transferring flavoprotein, beta polypeptide"
"Nkg7"	"72310"	"natural killer cell group 7 sequence"
"Stxbp2"	"20911"	"syntaxin binding protein 2"
"Pcp2"	"18545"	"Purkinje cell protein 2 (L7)"
"Sgce"	"20392"	"sarcoglycan, epsilon"
"Chn2"	"69993"	"chimerin 2"
"Wwox"	"80707"	"WW domain-containing oxidoreductase"
"Slbp"	"20492"	"stem-loop binding protein"
"Tyr"	"22173"	"tyrosinase"
"Ghrhr"	"14602"	"growth hormone releasing hormone receptor"
"Aqp1"	"11826"	"aquaporin 1"
"Arid3b"	"56380"	"AT rich interactive domain 3B (BRIGHT-like)"
"Cnn2"	"12798"	"calponin 2"
"Polr2e"	"66420"	"polymerase (RNA) II (DNA directed) polypeptide E"
"Abca13"	"268379"	"ATP-binding cassette, sub-family A (ABC1), member 13"
"Myo9b"	"17925"	"myosin IXb"
"Hdac9"	"79221"	"histone deacetylase 9"
"Ly9"	"17085"	"lymphocyte antigen 9"
"Cd244a"	"18106"	"CD244 molecule A"
"Adgre1"	"13733"	"adhesion G protein-coupled receptor E1"
"Mtfp1"	"67900"	"mitochondrial fission process 1"
"Rab23"	"19335"	"RAB23, member RAS oncogene family"
"Rab11a"	"53869"	"RAB11A, member RAS oncogene family"
"Eif2b2"	"217715"	"eukaryotic translation initiation factor 2B, subunit 2 beta"
"Dlst"	"78920"	"dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)"
"Pgf"	"18654"	"placental growth factor"
"Ulk2"	"29869"	"unc-51 like kinase 2"
"Ccl24"	"56221"	"chemokine (C-C motif) ligand 24"
"Dgkq"	"110524"	"diacylglycerol kinase, theta"
"Tmed11"	"67366"	"transmembrane p24 trafficking protein 11"
"Grap"	"71520"	"GRB2-related adaptor protein"
"Pou1f1"	"18736"	"POU domain, class 1, transcription factor 1"
"Chmp2b"	"68942"	"charged multivesicular body protein 2B"
"Plod3"	"26433"	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"
"Ap1s1"	"11769"	"adaptor protein complex AP-1, sigma 1"
"Mapk13"	"26415"	"mitogen-activated protein kinase 13"
"Srpk1"	"20815"	"serine/arginine-rich protein specific kinase 1"
"Pax3"	"18505"	"paired box 3"
"Lbr"	"98386"	"lamin B receptor"
"Crabp2"	"12904"	"cellular retinoic acid binding protein II"
"Nes"	"18008"	"nestin"
"Bcan"	"12032"	"brevican"
"Hapln2"	"73940"	"hyaluronan and proteoglycan link protein 2"
"Prcc"	"94315"	"papillary renal cell carcinoma (translocation-associated)"
"Mettl25b"	"229503"	"methyltransferase like 25B"
"Hdgf"	"15191"	"heparin binding growth factor"
"Slc25a18"	"71803"	"solute carrier family 25 (mitochondrial carrier), member 18"
"Thop1"	"50492"	"thimet oligopeptidase 1"
"Apba3"	"57267"	"amyloid beta (A4) precursor protein-binding, family A, member 3"
"Matk"	"17179"	"megakaryocyte-associated tyrosine kinase"
"Pias4"	"59004"	"protein inhibitor of activated STAT 4"
"Map2k1"	"26395"	"mitogen-activated protein kinase kinase 1"
"Sgta"	"52551"	"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha"
"Nmrk2"	"69564"	"nicotinamide riboside kinase 2"
"Tmem242"	"70544"	"transmembrane protein 242"
"Dtx2"	"74198"	"deltex 2, E3 ubiquitin ligase"
"Zp3"	"22788"	"zona pellucida glycoprotein 3"
"Hspb1"	"15507"	"heat shock protein 1"
"Rasa4"	"54153"	"RAS p21 protein activator 4"
"Syt5"	"53420"	"synaptotagmin V"
"Hnrnpa2b1"	"53379"	"heterogeneous nuclear ribonucleoprotein A2/B1"
"Fxyd4"	"108017"	"FXYD domain-containing ion transport regulator 4"
"Yju2b"	"67736"	"YJU2 splicing factor homolog B"
"Mri1"	"67873"	"methylthioribose-1-phosphate isomerase 1"
"Prkacb"	"18749"	"protein kinase, cAMP dependent, catalytic, beta"
"Sgsh"	"27029"	"N-sulfoglucosamine sulfohydrolase (sulfamidase)"
"Chd5"	"269610"	"chromodomain helicase DNA binding protein 5"
"Cstb"	"13014"	"cystatin B"
"Sh2b2"	"23921"	"SH2B adaptor protein 2"
"Pex5"	"19305"	"peroxisomal biogenesis factor 5"
"Jkamp"	"104771"	"JNK1/MAPK8-associated membrane protein"
"Cd44"	"12505"	"CD44 antigen"
"Slc1a2"	"20511"	"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
"Eif2ak4"	"27103"	"eukaryotic translation initiation factor 2 alpha kinase 4"
"Wdr1"	"22388"	"WD repeat domain 1"
"Slc2a9"	"117591"	"solute carrier family 2 (facilitated glucose transporter), member 9"
"Ccn4"	"22402"	"cellular communication network factor 4"
"Ndrg1"	"17988"	"N-myc downstream regulated gene 1"
"4930550C14Rik"	"75311"	"RIKEN cDNA 4930550C14 gene"
"Man2b1"	"17159"	"mannosidase 2, alpha B1"
"Klf5"	"12224"	"Kruppel-like transcription factor 5"
"Wdr83"	"67836"	"WD repeat domain containing 83"
"Prdx2"	"21672"	"peroxiredoxin 2"
"Polr2a"	"20020"	"polymerase (RNA) II (DNA directed) polypeptide A"
"Shbg"	"20415"	"sex hormone binding globulin"
"Senp3"	"80886"	"SUMO/sentrin specific peptidase 3"
"Corin"	"53419"	"corin, serine peptidase"
"Plekha8"	"231999"	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8"
"G6pc2"	"14378"	"glucose-6-phosphatase, catalytic, 2"
"Spc25"	"66442"	"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
"Dnah2"	"327954"	"dynein, axonemal, heavy chain 2"
"Ripk4"	"72388"	"receptor-interacting serine-threonine kinase 4"
"Ufd1"	"22230"	"ubiquitin recognition factor in ER-associated degradation 1"
"Zfp287"	"170740"	"zinc finger protein 287"
"Prlr"	"19116"	"prolactin receptor"
"Letm1"	"56384"	"leucine zipper-EF-hand containing transmembrane protein 1"
"Ubqln1"	"56085"	"ubiquilin 1"
"Fgfr4"	"14186"	"fibroblast growth factor receptor 4"
"Cadm3"	"94332"	"cell adhesion molecule 3"
"Fcer1a"	"14125"	"Fc receptor, IgE, high affinity I, alpha polypeptide"
"Txn2"	"56551"	"thioredoxin 2"
"Casp14"	"12365"	"caspase 14"
"Slc1a6"	"20513"	"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6"
"Slc1a3"	"20512"	"solute carrier family 1 (glial high affinity glutamate transporter), member 3"
"Crbn"	"58799"	"cereblon"
"Il5ra"	"16192"	"interleukin 5 receptor, alpha"
"Msh6"	"17688"	"mutS homolog 6"
"Fbxo11"	"225055"	"F-box protein 11"
"Mlxipl"	"58805"	"MLX interacting protein-like"
"Tbl2"	"27368"	"transducin (beta)-like 2"
"Bud23"	"66138"	"BUD23, rRNA methyltransferase and ribosome maturation factor"
"Nid1"	"18073"	"nidogen 1"
"Mcm5"	"17218"	"minichromosome maintenance complex component 5"
"Hmox1"	"15368"	"heme oxygenase 1"
"Mprip"	"26936"	"myosin phosphatase Rho interacting protein"
